articleLink,imageLink,color
http://infositehub.com/2018/10/11/astronauts-safe-after-failed-rocket-launch-emergency-bail.html,https://resources.stuff.co.nz/content/dam/images/1/s/6/8/m/a/image.related.StuffLandscapeSixteenByNine.620x350.1s68jf.png/1539251847426.jpg,Teal
http://yalibnan.com/2018/10/12/space-crew-survives-plunge-to-earth-after-malfunctioning-russian-rocket-fails/,http://yalibnan.com/wp-content/uploads/2018/10/RUSSIAN-Alexei-Ovchinin-and-American-Nick-Hague-e1539292344521.jpg,White
http://yalibnan.com/2018/10/12/space-crew-survives-plunge-to-earth-after-malfunctioning-russian-rocket-fails/,http://yalibnan.com/wp-content/uploads/2018/10/RUSSIAN-Alexei-Ovchinin-and-American-Nick-Hague-e1539292344521.jpg,Black
http://yalibnan.com/2018/10/12/space-crew-survives-plunge-to-earth-after-malfunctioning-russian-rocket-fails/,http://yalibnan.com/wp-content/uploads/2018/10/RUSSIAN-Alexei-Ovchinin-and-American-Nick-Hague-e1539292344521.jpg,Grey
http://fairydetox.org/2018/10/11/iss-crew-in-good-condition-after-failed-space-launch.html,https://s.yimg.com/ny/api/res/1.2/PzwnEuRawkxI7KPr1NKbKA--~A/YXBwaWQ9aGlnaGxhbmRlcjtzbT0xO3c9ODAw/http://media.zenfs.com/en-US/homerun/science.mashable/ee45db48ea6b814d95102a3b47408805,White
http://fairydetox.org/2018/10/11/iss-crew-in-good-condition-after-failed-space-launch.html,https://s.yimg.com/ny/api/res/1.2/PzwnEuRawkxI7KPr1NKbKA--~A/YXBwaWQ9aGlnaGxhbmRlcjtzbT0xO3c9ODAw/http://media.zenfs.com/en-US/homerun/science.mashable/ee45db48ea6b814d95102a3b47408805,Black
https://www.duluthnewstribune.com/news/world/4512211-american-russian-alive-after-soyuz-rocket-headed-space-station-fails-launch,http://www.inforum.com/sites/default/files/russia-space-2ndld-writethru-0a7b0ca6-cd88-11e8-920f-dd52e1ae4570.jpg,Black
https://www.msn.com/en-ca/news/canada/soyuz-rocket-failure-a-big-problem-for-international-space-station/ar-BBOfIKp,https://img-s-msn-com.akamaized.net/tenant/amp/entityid/BBOfKYR.img?h=315&w=600&m=6&q=60&o=t&l=f&f=jpg,Black
https://www.msn.com/en-ca/news/canada/soyuz-rocket-failure-a-big-problem-for-international-space-station/ar-BBOfIKp,https://img-s-msn-com.akamaized.net/tenant/amp/entityid/BBOfKYR.img?h=315&w=600&m=6&q=60&o=t&l=f&f=jpg,Grey
http://opticxllyaroused.com/2018/10/11/virgin-galactic-is-weeks-away-from-reaching-space-ceo.html,https://cdni.rt.com/files/2018.10/article/5bbc62fadda4c856458b4611.jpg,Black
