articleLink,entity,wikiLink
https://blogs.nasa.gov/hurricanes/2018/10/11/luban-north-indian-ocean-2018/,Suomi NPP,https://en.wikipedia.org/wiki/Suomi_NPP
https://blogs.nasa.gov/hurricanes/2018/10/11/luban-north-indian-ocean-2018/,NASA,https://en.wikipedia.org/wiki/NASA
https://blogs.nasa.gov/hurricanes/2018/10/11/luban-north-indian-ocean-2018/,National Oceanic and Atmospheric Administration,https://en.wikipedia.org/wiki/National_Oceanic_and_Atmospheric_Administration
https://blogs.nasa.gov/hurricanes/2018/10/11/luban-north-indian-ocean-2018/,Oman,https://en.wikipedia.org/wiki/Oman
https://www.washingtonpost.com/business/technology/nasa-film-by-rory-kennedy-revisits-her-uncles-challenge/2018/10/11/5fccef56-cd85-11e8-ad0a-0e01efba3cc1_story.html,John F. Kennedy,https://en.wikipedia.org/wiki/John_F._Kennedy
https://www.washingtonpost.com/business/technology/nasa-film-by-rory-kennedy-revisits-her-uncles-challenge/2018/10/11/5fccef56-cd85-11e8-ad0a-0e01efba3cc1_story.html,Rory Kennedy,https://en.wikipedia.org/wiki/Rory_Kennedy
https://www.washingtonpost.com/business/technology/nasa-film-by-rory-kennedy-revisits-her-uncles-challenge/2018/10/11/5fccef56-cd85-11e8-ad0a-0e01efba3cc1_story.html,Film director,https://en.wikipedia.org/wiki/Film_director
https://www.washingtonpost.com/business/technology/nasa-film-by-rory-kennedy-revisits-her-uncles-challenge/2018/10/11/5fccef56-cd85-11e8-ad0a-0e01efba3cc1_story.html,NASA,https://en.wikipedia.org/wiki/NASA
https://svs.gsfc.nasa.gov/13069,Transiting Exoplanet Survey Satellite,https://en.wikipedia.org/wiki/Transiting_Exoplanet_Survey_Satellite
https://svs.gsfc.nasa.gov/13069,NASA,https://en.wikipedia.org/wiki/NASA
https://www.jpl.nasa.gov/news/news.php?feature=7223,Multi-angle imaging spectroradiometer,https://en.wikipedia.org/wiki/Multi-angle_imaging_spectroradiometer
https://www.jpl.nasa.gov/news/news.php?feature=7223,August 24,https://en.wikipedia.org/wiki/August_24
https://www.jpl.nasa.gov/news/news.php?feature=7223,NASA,https://en.wikipedia.org/wiki/NASA
https://www.jpl.nasa.gov/news/news.php?feature=7223,Hawaii,https://en.wikipedia.org/wiki/Hawaii
https://www.jpl.nasa.gov/news/news.php?feature=7223,Terra (satellite),https://en.wikipedia.org/wiki/Terra_(satellite)
https://www.jpl.nasa.gov/news/news.php?feature=7223,Aqua (satellite),https://en.wikipedia.org/wiki/Aqua_(satellite)
https://svs.gsfc.nasa.gov/12901,Nature (journal),https://en.wikipedia.org/wiki/Nature_(journal)
https://svs.gsfc.nasa.gov/12901,Magnetosphere,https://en.wikipedia.org/wiki/Magnetosphere
https://svs.gsfc.nasa.gov/12901,Earth,https://en.wikipedia.org/wiki/Earth
https://svs.gsfc.nasa.gov/12901,NASA,https://en.wikipedia.org/wiki/NASA
https://svs.gsfc.nasa.gov/12901,Magnetospheric Multiscale Mission,https://en.wikipedia.org/wiki/Magnetospheric_Multiscale_Mission
https://mars.nasa.gov/news/nasa-builds-its-next-mars-rover-mission/,Curiosity (rover),https://en.wikipedia.org/wiki/Curiosity_(rover)
https://mars.nasa.gov/news/nasa-builds-its-next-mars-rover-mission/,Red Planet (film),https://en.wikipedia.org/wiki/Red_Planet_(film)
https://mars.nasa.gov/news/nasa-builds-its-next-mars-rover-mission/,Mars rover,https://en.wikipedia.org/wiki/Mars_rover
https://mars.nasa.gov/news/nasa-builds-its-next-mars-rover-mission/,NASA,https://en.wikipedia.org/wiki/NASA
https://solarsystem.nasa.gov/news/13120/cassinis-final-images/,Cassini–Huygens,https://en.wikipedia.org/wiki/Cassini–Huygens
https://solarsystem.nasa.gov/news/13120/cassinis-final-images/,Titan (moon),https://en.wikipedia.org/wiki/Titan_(moon)
https://solarsystem.nasa.gov/news/13120/cassinis-final-images/,Saturn,https://en.wikipedia.org/wiki/Saturn
https://solarsystem.nasa.gov/news/13120/cassinis-final-images/,NASA,https://en.wikipedia.org/wiki/NASA
https://solarsystem.nasa.gov/resources/17792/impact-site-cassinis-final-image/,Cassini–Huygens,https://en.wikipedia.org/wiki/Cassini–Huygens
https://solarsystem.nasa.gov/resources/17792/impact-site-cassinis-final-image/,NASA,https://en.wikipedia.org/wiki/NASA
https://voyager.jpl.nasa.gov/news/details.php?article_id=52,National Air and Space Museum,https://en.wikipedia.org/wiki/National_Air_and_Space_Museum
https://voyager.jpl.nasa.gov/news/details.php?article_id=52,Voyager program,https://en.wikipedia.org/wiki/Voyager_program
https://voyager.jpl.nasa.gov/news/details.php?article_id=52,September 5,https://en.wikipedia.org/wiki/September_5
https://voyager.jpl.nasa.gov/news/details.php?article_id=52,NASA,https://en.wikipedia.org/wiki/NASA
https://voyager.jpl.nasa.gov/news/details.php?article_id=52,Pacific Time Zone,https://en.wikipedia.org/wiki/Pacific_Time_Zone
https://voyager.jpl.nasa.gov/news/details.php?article_id=52,Eastern Time Zone,https://en.wikipedia.org/wiki/Eastern_Time_Zone
https://www.c-span.org/video/?432590-1/nasa-tv-coverage-total-solar-eclipse,United States,https://en.wikipedia.org/wiki/United_States
https://www.c-span.org/video/?432590-1/nasa-tv-coverage-total-solar-eclipse,NASA TV,https://en.wikipedia.org/wiki/NASA_TV
https://www.giss.nasa.gov/research/news/20170118/,National Oceanic and Atmospheric Administration,https://en.wikipedia.org/wiki/National_Oceanic_and_Atmospheric_Administration
https://www.giss.nasa.gov/research/news/20170118/,Earth,https://en.wikipedia.org/wiki/Earth
https://www.giss.nasa.gov/research/news/20170118/,NASA,https://en.wikipedia.org/wiki/NASA
https://open.nasa.gov/blog/public-web-portal-nasa-research/,NASA,https://en.wikipedia.org/wiki/NASA
https://www.giss.nasa.gov/research/news/20160120/,National Oceanic and Atmospheric Administration,https://en.wikipedia.org/wiki/National_Oceanic_and_Atmospheric_Administration
https://www.giss.nasa.gov/research/news/20160120/,Earth,https://en.wikipedia.org/wiki/Earth
https://www.giss.nasa.gov/research/news/20160120/,NASA,https://en.wikipedia.org/wiki/NASA
https://earthobservatory.nasa.gov/Features/NASASeaLevel,United States,https://en.wikipedia.org/wiki/United_States
https://earthobservatory.nasa.gov/Features/NASASeaLevel,Sea level,https://en.wikipedia.org/wiki/Sea_level
https://www.nasa.gov/mission_pages/msl/news/msl20120927.html,Northwest Territories,https://en.wikipedia.org/wiki/Northwest_Territories
https://www.nasa.gov/mission_pages/msl/news/msl20120927.html,Curiosity (rover),https://en.wikipedia.org/wiki/Curiosity_(rover)
https://www.nasa.gov/mission_pages/msl/news/msl20120927.html,Hottah Lake,https://en.wikipedia.org/wiki/Hottah_Lake
https://www.nasa.gov/mission_pages/msl/news/msl20120927.html,Jet Propulsion Laboratory,https://en.wikipedia.org/wiki/Jet_Propulsion_Laboratory
https://www.nasa.gov/mission_pages/msl/news/msl20120927.html,NASA,https://en.wikipedia.org/wiki/NASA
https://www.nasa.gov/mission_pages/msl/news/msl20120927.html,Hottah (Mars),https://en.wikipedia.org/wiki/Hottah_(Mars)
https://www.nasa.gov/mission_pages/msl/news/msl20120927.html,Canada,https://en.wikipedia.org/wiki/Canada
https://www.nasa.gov/mission_pages/msl/news/msl20120927.html,Mars,https://en.wikipedia.org/wiki/Mars
https://www.nasa.gov/connect/chat/moon_core_chat.html,Apollo Lunar Surface Experiments Package,https://en.wikipedia.org/wiki/Apollo_Lunar_Surface_Experiments_Package
https://www.nasa.gov/connect/chat/moon_core_chat.html,NASA,https://en.wikipedia.org/wiki/NASA
https://www.nasa.gov/connect/chat/moon_core_chat.html,Marshall Space Flight Center,https://en.wikipedia.org/wiki/Marshall_Space_Flight_Center
https://astrobiology.nasa.gov/about/,United States,https://en.wikipedia.org/wiki/United_States
https://eclipse.gsfc.nasa.gov/OH/OH2010.html,Indian Ocean,https://en.wikipedia.org/wiki/Indian_Ocean
https://eclipse.gsfc.nasa.gov/OH/OH2010.html,Central Africa,https://en.wikipedia.org/wiki/Central_Africa
https://eclipse.gsfc.nasa.gov/OH/OH2010.html,Sagittarius (astrology),https://en.wikipedia.org/wiki/Sagittarius_(astrology)
https://eclipse.gsfc.nasa.gov/OH/OH2010.html,Eclipse,https://en.wikipedia.org/wiki/Eclipse
https://eclipse.gsfc.nasa.gov/OH/OH2010.html,Moon,https://en.wikipedia.org/wiki/Moon
https://eclipse.gsfc.nasa.gov/OH/OH2010.html,Asia,https://en.wikipedia.org/wiki/Asia
https://spaceplace.nasa.gov/asteroid/en/,Jupiter,https://en.wikipedia.org/wiki/Jupiter
https://spaceplace.nasa.gov/asteroid/en/,Mars,https://en.wikipedia.org/wiki/Mars
https://www.sti.nasa.gov/disclaimers/,Federal government of the United States,https://en.wikipedia.org/wiki/Federal_government_of_the_United_States
https://www.sti.nasa.gov/disclaimers/,Disclaimer,https://en.wikipedia.org/wiki/Disclaimer
https://www.sti.nasa.gov/disclaimers/,NASA,https://en.wikipedia.org/wiki/NASA
